loss_train,loss_val,accuracy_train,accuracy_val
38.36381530761719,13.63253402709961,0.07366071428571429,0.08630952380952381
24.68238067626953,6.678379058837891,0.43526785714285715,0.44047619047619047
17.65416145324707,7.033132553100586,0.4375,0.44345238095238093
16.250755310058594,5.6799635887146,0.4375,0.44419642857142855
14.251311302185059,4.7709269523620605,0.4419642857142857,0.44419642857142855
12.967350006103516,4.179868221282959,0.44419642857142855,0.44345238095238093
13.861414909362793,8.406051635742188,0.44419642857142855,0.44568452380952384
13.349875450134277,4.2393598556518555,0.44642857142857145,0.4427083333333333
11.759164810180664,3.999466896057129,0.44419642857142855,0.4412202380952381
11.469217300415039,3.8952789306640625,0.4419642857142857,0.44494047619047616
11.553133010864258,3.802190065383911,0.44419642857142855,0.44345238095238093
11.0533447265625,3.644744634628296,0.4486607142857143,0.44345238095238093
10.581167221069336,3.5925636291503906,0.44419642857142855,0.44047619047619047
10.009474754333496,3.5019803047180176,0.4419642857142857,0.44494047619047616
9.757747650146484,3.369805335998535,0.45089285714285715,0.4419642857142857
9.598711967468262,3.273577928543091,0.4419642857142857,0.44642857142857145
9.400331497192383,3.1696105003356934,0.484375,0.4806547619047619
8.950217247009277,3.1389853954315186,0.5111607142857143,0.5193452380952381
8.907259941101074,3.054621696472168,0.5513392857142857,0.5610119047619048
8.933444023132324,3.025726795196533,0.5691964285714286,0.5907738095238095
8.341172218322754,2.959181547164917,0.5736607142857143,0.6101190476190477
8.334717750549316,2.7542757987976074,0.59375,0.6168154761904762
7.804781913757324,2.753199577331543,0.6116071428571429,0.6480654761904762
7.897245407104492,2.6038897037506104,0.6205357142857143,0.6525297619047619
7.684869766235352,2.7394635677337646,0.6272321428571429,0.6741071428571429
7.378355503082275,2.6356828212738037,0.6294642857142857,0.6882440476190477
7.092262268066406,2.507492780685425,0.6339285714285714,0.6830357142857143
6.944116115570068,2.418105363845825,0.65625,0.6971726190476191
6.815371036529541,2.3012330532073975,0.6919642857142857,0.7165178571428571
7.093545436859131,2.347226142883301,0.6651785714285714,0.7083333333333334
6.5243144035339355,2.1951839923858643,0.6852678571428571,0.734375
6.849395751953125,2.2367944717407227,0.6852678571428571,0.7425595238095238
6.5616326332092285,2.084575653076172,0.6651785714285714,0.734375
6.364727973937988,2.1443521976470947,0.6651785714285714,0.7232142857142857
6.188915252685547,2.1437482833862305,0.6674107142857143,0.7224702380952381
6.446691036224365,2.0986673831939697,0.6629464285714286,0.7217261904761905
6.451488971710205,2.0711052417755127,0.6674107142857143,0.7269345238095238
6.768340587615967,2.095187187194824,0.6607142857142857,0.7358630952380952
5.843167781829834,2.0802695751190186,0.6674107142857143,0.7313988095238095
6.146916389465332,2.053972005844116,0.6830357142857143,0.7328869047619048
6.044687271118164,1.9585907459259033,0.6785714285714286,0.7284226190476191
6.460448265075684,2.0333447456359863,0.6941964285714286,0.7433035714285714
6.115903377532959,1.9933695793151855,0.6986607142857143,0.7529761904761905
5.876552581787109,1.9926388263702393,0.7008928571428571,0.7522321428571429
5.751209735870361,1.9933658838272095,0.6941964285714286,0.7633928571428571
5.754486083984375,1.9025739431381226,0.7008928571428571,0.7619047619047619
5.503066062927246,1.961595058441162,0.7053571428571429,0.7641369047619048
5.617007255554199,1.9608955383300781,0.703125,0.7559523809523809
5.643545627593994,1.9550328254699707,0.6964285714285714,0.7738095238095238
5.6377482414245605,1.901567816734314,0.71875,0.7775297619047619
5.755799293518066,1.856961727142334,0.7254464285714286,0.7857142857142857
5.398728370666504,1.8884066343307495,0.7276785714285714,0.78125
5.478610992431641,1.9341117143630981,0.7410714285714286,0.7916666666666666
5.029388427734375,1.815468430519104,0.734375,0.7901785714285714
5.51610803604126,1.7998260259628296,0.7366071428571429,0.7938988095238095
5.0732421875,1.8127528429031372,0.7366071428571429,0.7983630952380952
5.333783149719238,1.8231302499771118,0.7566964285714286,0.8028273809523809
5.0948662757873535,1.8633166551589966,0.7299107142857143,0.7901785714285714
4.9762187004089355,1.8201597929000854,0.7276785714285714,0.7938988095238095
5.158419609069824,1.7409993410110474,0.7566964285714286,0.8050595238095238
4.831908702850342,1.6783173084259033,0.7723214285714286,0.8191964285714286
4.881450176239014,1.7054105997085571,0.7879464285714286,0.8191964285714286
4.8255486488342285,1.6308629512786865,0.7767857142857143,0.8266369047619048
4.7378034591674805,1.673529028892517,0.7633928571428571,0.8117559523809523
