loss_train,loss_val,accuracy_val,accuracy_train
17.940113067626953,5.425061225891113,0.10714285714285714,0.0900297619047619
10.837039947509766,3.035871744155884,0.44419642857142855,0.4412202380952381
6.469797611236572,2.2949323654174805,0.4419642857142857,0.44419642857142855
6.110899925231934,2.6796298027038574,0.43973214285714285,0.44047619047619047
5.881943702697754,1.8906826972961426,0.4375,0.4419642857142857
5.656624794006348,1.859038233757019,0.44642857142857145,0.4479166666666667
5.365979194641113,1.69075608253479,0.4486607142857143,0.4427083333333333
5.12074613571167,1.6757808923721313,0.4375,0.44568452380952384
5.090168476104736,1.7119032144546509,0.4419642857142857,0.44047619047619047
4.512174129486084,1.5443315505981445,0.43973214285714285,0.44717261904761907
4.40838098526001,1.4236409664154053,0.4799107142857143,0.4880952380952381
4.266230583190918,1.4378840923309326,0.49107142857142855,0.5141369047619048
3.9860575199127197,1.34067964553833,0.5,0.5163690476190477
3.975067138671875,1.34502112865448,0.4955357142857143,0.5141369047619048
3.8691818714141846,1.240105152130127,0.5089285714285714,0.515625
3.7489852905273438,1.2386125326156616,0.5066964285714286,0.5163690476190477
3.536773443222046,1.2085275650024414,0.5066964285714286,0.5178571428571429
3.466233491897583,1.1370559930801392,0.5133928571428571,0.5215773809523809
3.449922800064087,1.1143566370010376,0.5111607142857143,0.5230654761904762
3.2335736751556396,1.0724893808364868,0.5111607142857143,0.5260416666666666
3.2761669158935547,1.0651092529296875,0.5089285714285714,0.5223214285714286
3.1431658267974854,1.0376307964324951,0.5267857142857143,0.5282738095238095
3.193711042404175,1.0421500205993652,0.5758928571428571,0.5744047619047619
3.0298595428466797,0.9764214754104614,0.6183035714285714,0.6153273809523809
3.0261456966400146,0.985249400138855,0.6517857142857143,0.6383928571428571
2.9225101470947266,0.9172268509864807,0.6808035714285714,0.6383928571428571
2.787682294845581,0.9090560674667358,0.6517857142857143,0.6175595238095238
2.853318214416504,0.887708306312561,0.6741071428571429,0.6197916666666666
2.9339935779571533,0.8761135935783386,0.671875,0.6279761904761905
2.6990396976470947,0.8488153219223022,0.6875,0.6369047619047619
2.4857847690582275,0.8269807696342468,0.6830357142857143,0.6413690476190477
2.4910101890563965,0.7930310964584351,0.7008928571428571,0.6436011904761905
2.3802669048309326,0.7829328775405884,0.6808035714285714,0.6443452380952381
2.469196319580078,0.7301283478736877,0.6875,0.6547619047619048
2.2460384368896484,0.7272027730941772,0.7075892857142857,0.7261904761904762
2.186028003692627,0.7200812101364136,0.6986607142857143,0.7321428571428571
2.0773885250091553,0.6850205063819885,0.6830357142857143,0.7328869047619048
2.034616470336914,0.715850830078125,0.7075892857142857,0.7388392857142857
2.00982928276062,0.6719704866409302,0.6986607142857143,0.75
1.9862258434295654,0.6647827625274658,0.71875,0.7462797619047619
1.696128487586975,0.6101139783859253,0.7075892857142857,0.7455357142857143
1.747267484664917,0.6332488656044006,0.6986607142857143,0.7455357142857143
1.7166602611541748,0.590121865272522,0.7053571428571429,0.7514880952380952
1.6741044521331787,0.5440164804458618,0.703125,0.7544642857142857
1.6817604303359985,0.5497241616249084,0.703125,0.7462797619047619
1.7346011400222778,0.5565720200538635,0.7098214285714286,0.7544642857142857
1.4104059934616089,0.5540581941604614,0.7053571428571429,0.7492559523809523
1.6387932300567627,0.517073929309845,0.7075892857142857,0.75
